,id,retweet_count,favorite_count
125,867072653475098625,120,0
126,867051520902168576,7815,31904
127,866720684873056260,4781,19869
128,866686824827068416,3459,19100
129,866450705531457537,35133,121066
130,866334964761202691,14367,52057
131,866094527597207552,8329,0
132,865718153858494464,5599,25428
133,865359393868664832,4986,26257
134,865006731092295680,7668,27793
135,864873206498414592,8692,32057
136,864279568663928832,3022,14531
137,864197398364647424,8916,29947
138,863907417377173506,4132,20487
139,863553081350529029,4178,15221
140,863471782782697472,2444,0
141,863432100342583297,5241,23690
142,863427515083354112,97,2245
143,863079547188785154,1106,8731
144,863062471531167744,2444,8482
145,862831371563274240,5109,19082
146,862722525377298433,3532,16996
147,862457590147678208,4975,20433
148,862096992088072192,23350,74151
149,861383897657036800,10746,36009
150,861288531465048066,4176,17147
151,861005113778896900,3817,16673
152,860981674716409858,2172,0
153,860924035999428608,824,0
154,860563773140209665,2172,7506
155,860524505164394496,5318,23589
156,860276583193509888,3499,18292
157,860184849394610176,5897,16677
158,860177593139703809,31125,0
159,859924526012018688,4112,19549
160,859851578198683649,3540,15414
161,859607811541651456,1587,18612
162,859196978902773760,30478,89930
163,859074603037188101,13751,33942
164,858860390427611136,8237,0
165,858843525470990336,3521,15579
166,858471635011153920,4897,21564
167,858107933456039936,2936,15773
168,857989990357356544,2615,16193
169,857746408056729600,10795,34402
170,857393404942143489,1667,5934
171,857263160327368704,4581,20109
172,857214891891077121,18,228
173,857062103051644929,174,0
174,857029823797047296,4074,19032
175,856602993587888130,10879,0
176,856543823941562368,2930,16367
177,856526610513747968,1920,11929
178,856330835276025856,689,0
179,856288084350160898,17,523
180,856282028240666624,6449,27937
181,855862651834028034,26,347
182,855860136149123072,1046,5064
183,855857698524602368,2155,11965
184,855851453814013952,18123,45899
185,855818117272018944,5560,26871
186,855459453768019968,8398,30203
187,855245323840757760,6121,0
188,855138241867124737,47,0
189,854732716440526848,6257,23096
190,854482394044301312,7054,29658
191,854365224396361728,4816,19134
192,854120357044912130,7692,32410
193,854010172552949760,3238,16440
194,853760880890318849,5957,29015
195,853639147608842240,10448,35362
196,853299958564483072,3682,15791
197,852936405516943360,2069,0
198,852912242202992640,1895,9219
199,852672615818899456,2231,15189
200,852553447878664193,3630,16658
201,852311364735569921,10219,33727
202,852226086759018497,7029,20388
203,852189679701164033,1640,11686
204,851953902622658560,9966,0
205,851861385021730816,23,0
206,851591660324737024,3591,16548
207,851464819735769094,7351,24792
208,851224888060895234,5937,21126
209,850753642995093505,9633,31666
210,850380195714523136,2723,13377
211,850333567704068097,348,3520
212,850145622816686080,3974,16725
213,850019790995546112,5088,20947
214,849776966551130114,7912,31215
215,849668094696017920,5150,0
216,849412302885593088,3273,16294
217,849336543269576704,1965,11709
218,849051919805034497,8870,43530
219,848690551926992896,4499,25875
220,848324959059550208,4795,25432
221,848213670039564288,777,8402
222,848212111729840128,3204,16771
223,847978865427394560,3399,0
224,847971574464610304,444,0
225,847962785489326080,5321,24182
226,847842811428974592,1395,5619
227,847617282490613760,441,7203
228,847606175596138505,3556,19333
229,847251039262605312,4485,21059
230,847157206088847362,6132,20524
231,847116187444137987,3344,22036
232,846874817362120707,4109,20672
233,846514051647705089,12154,45975
234,846505985330044928,3223,14539
235,846153765933735936,9516,32665
236,846139713627017216,10384,31857
237,846042936437604353,3035,16497
238,845812042753855489,9162,30201
239,845677943972139009,5018,25935
240,845397057150107648,1895,7886
241,845306882940190720,5664,24078
242,845098359547420673,8040,0
243,844979544864018432,2705,14065
244,844973813909606400,3380,15615
245,844704788403113984,10879,40002
246,844580511645339650,3302,17047
247,844223788422217728,2315,14087
248,843981021012017153,3082,15652
249,843856843873095681,4876,22165
250,843604394117681152,2897,17463
251,843235543001513987,6368,22247
252,842846295480000512,3798,15754
253,842765311967449089,1345,6987
254,842535590457499648,3702,18730
255,842163532590374912,6121,25331
256,842115215311396866,3201,14513
257,841833993020538882,16168,0
258,841680585030541313,8191,26580
259,841439858740625411,3889,13087
260,841320156043304961,5753,20494
261,841314665196081154,4963,16411
262,841077006473256960,5601,23730
263,840761248237133825,1855,0
264,840728873075638272,17079,0
265,840698636975636481,2,183
266,840696689258311684,1038,12745
267,840632337062862849,1855,9311
268,840370681858686976,4810,17083
269,840268004936019968,6069,20007
270,839990271299457024,2426,13932
271,839549326359670784,8237,28581
272,839290600511926273,150,0
273,839239871831150596,6925,28261
274,838952994649550848,4210,20376
275,838921590096166913,2194,11618
276,838916489579200512,36,0
277,838831947270979586,11710,0
278,838561493054533637,1402,11354
279,838476387338051585,5094,23481
280,838201503651401729,10694,0
281,838150277551247360,352,1749
282,838085839343206401,0,147
283,838083903487373313,3347,18326
284,837820167694528512,8329,35571
285,837482249356513284,466,3995
286,837471256429613056,2422,13302
287,837366284874571778,5632,22022
288,837110210464448512,2539,16676
289,836989968035819520,2442,13244
290,836753516572119041,4898,20044
291,836677758902222849,2364,13135
292,836648853927522308,579,0
293,836397794269200385,29417,0
294,836380477523124226,3154,15368
295,836260088725786625,4554,22153
296,836001077879255040,4558,19904
297,835685285446955009,8669,0
298,835574547218894849,3852,18559
299,835536468978302976,1814,0
300,835309094223372289,22358,0
301,835297930240217089,3195,17134
302,835264098648616962,1814,8060
303,835246439529840640,77,2184
304,835172783151792128,6107,27251
305,835152434251116546,3209,23423
306,834931633769889797,1756,11288
307,834786237630337024,5856,22117
308,834574053763584002,2696,14263
309,834477809192075265,11376,0
310,834458053273591808,1786,10034
311,834209720923721728,5095,21508
312,834167344700198914,3881,16450
313,834089966724603904,2262,10488
314,834086379323871233,2363,13639
315,833863086058651648,2555,13991
316,833826103416520705,3978,18796
317,833732339549220864,228,0
318,833722901757046785,3417,21648
319,833479644947025920,2194,15502
320,833124694597443584,5150,21087
321,832998151111966721,2362,13879
322,832769181346996225,40,0
323,832757312314028032,3863,17583
324,832682457690300417,3129,12407
325,832645525019123713,554,3047
326,832636094638288896,2969,16549
327,832397543355072512,2371,12470
328,832369877331693569,3399,17946
329,832273440279240704,2490,11820
330,832215909146226688,6611,0
331,832215726631055365,10009,0
332,832088576586297345,2,69
333,832040443403784192,10365,0
334,832032802820481025,4958,18643
335,831939777352105988,6551,25081
336,831926988323639298,35,357
337,831911600680497154,6966,28905
338,831670449226514432,1936,10934
339,831650051525054464,2069,7509
340,831552930092285952,2452,9401
341,831322785565769729,1638,9646
342,831315979191906304,1192,6836
343,831309418084069378,2617,12271
344,831262627380748289,2192,12452
345,830956169170665475,1595,8335
346,830583320585068544,17980,69987
347,830173239259324417,6097,0
348,830097400375152640,3205,10285
349,829878982036299777,5377,0
350,829861396166877184,2095,12808
351,829501995190984704,11376,33237
352,829449946868879360,2166,10954
353,829374341691346946,9966,36251
354,829141528400556032,7941,25651
355,829011960981237760,17383,55518
356,828801551087042563,3639,0
357,828770345708580865,6287,26771
358,828708714936930305,12037,38350
359,828650029636317184,1444,9952
360,828409743546925057,1233,6608
361,828408677031882754,1380,8029
362,828381636999917570,2385,13241
363,828376505180889089,1144,7729
364,828372645993398273,3167,13152
365,828361771580813312,182,2301
366,828046555563323392,3068,12336
367,828011680017821696,2305,10859
368,827933404142436356,5602,21109
369,827653905312006145,3222,16170
370,827600520311402496,1018,7766
371,827324948884643840,3285,16652
372,827199976799354881,2406,11090
373,826958653328592898,5377,22654
374,826848821049180160,10975,38282
375,826615380357632002,4244,0
376,826598799820865537,270,5374
377,826598365270007810,2519,10580
378,826476773533745153,4510,19350
379,826240494070030336,2779,13937
380,826204788643753985,1000,5130
381,826115272272650244,3374,16442
382,825876512159186944,2011,10995
383,825829644528148480,2676,13381
384,825535076884762624,18485,54749
385,825147591692263424,4919,19237
386,825120256414846976,1371,0
387,825026590719483904,1371,6674
388,824796380199809024,5911,0
389,824775126675836928,3784,15745
390,824663926340194305,1864,10601
391,824325613288833024,11185,12411
392,824297048279236611,4164,15854
393,824025158776213504,634,5018
394,823939628516474880,2912,11196
395,823719002937630720,12073,0
396,823699002998870016,2598,13254
397,823581115634085888,2849,13720
398,823333489516937216,27,734
399,823322678127919110,4328,16565
400,823269594223824897,10607,0
401,822975315408461824,3707,18212
402,822872901745569793,47249,139327
403,822859134160621569,2464,13940
404,822647212903690241,6901,0
405,822610361945911296,3195,15569
406,822489057087389700,6901,19136
407,822462944365645825,15773,29969
408,822244816520155136,10607,36911
409,822163064745328640,5180,0
410,821886076407029760,2522,11957
411,821813639212650496,3607,0
412,821765923262631936,1793,8871
413,821522889702862852,1914,8463
414,821421320206483457,6040,0
415,821407182352777218,4687,12422
416,821153421864615936,10,267
417,821149554670182400,2176,9184
418,821107785811234820,2300,10120
419,821044531881721856,2474,13358
420,820837357901512704,7239,0
421,820749716845686786,10694,33269
422,820690176645140481,3475,12875
423,820494788566847489,610,0
424,820446719150292993,2788,0
425,820314633777061888,610,3519
426,820078625395449857,6787,20913
427,820013781606658049,1278,0
428,819952236453363712,1278,5615
429,819924195358416896,5223,13582
430,819711362133872643,3380,14206
431,819588359383371776,2129,10117
432,819347104292290561,1303,7625
433,819238181065359361,437,2415
434,819227688460238848,7239,24352
435,819015337530290176,39752,0
436,819015331746349057,20484,0
437,819006400881917954,20484,47714
438,819004803107983360,39752,91522
439,818646164899774465,22561,0
440,818627210458333184,8070,23450
441,818614493328580609,2789,10416
442,818588835076603904,6648,0
443,818536468981415936,2680,11527
444,818307523543449600,8792,0
445,818259473185828864,2473,11644
446,818145370475810820,2808,12983
447,817908911860748288,853,5126
448,817827839487737858,29417,54718
449,817777686764523521,2899,11315
450,817536400337801217,3286,12478
451,817502432452313088,3673,0
452,817423860136083457,16168,36084
453,817415592588222464,1043,5927
454,817181837579653120,9185,0
455,817171292965273600,2179,9235
456,817120970343411712,2836,12882
457,817056546584727552,1785,9066
458,816829038950027264,5103,0
459,816816676327063552,2195,10590
460,816697700272001025,2387,10369
461,816450570814898180,8792,32311
462,816336735214911488,2117,9094
463,816091915477250048,2341,9462
464,816062466425819140,1128,0
465,816014286006976512,5749,0
466,815990720817401858,1128,5286
467,815966073409433600,9185,23723
468,815745968457060357,4481,0
469,815736392542261248,2464,10422
470,815639385530101762,1779,8699
471,815390420867969024,4124,10967
472,814986499976527872,1391,8094
473,814638523311648768,2940,11919
474,814578408554463233,6283,0
475,814530161257443328,2016,9163
476,814153002265309185,9412,30478
477,813944609378369540,3460,0
478,813910438903693312,2034,9847
479,813812741911748608,15199,38537
480,813800681631023104,1904,8840
481,813217897535406080,7926,19771
482,813202720496779264,1954,9738
483,813187593374461952,4731,21017
484,813172488309972993,2075,9878
485,813157409116065792,2407,8230
486,813142292504645637,2556,8945
487,813130366689148928,481,4736
488,813127251579564032,3395,12570
489,813112105746448384,2986,10954
490,813096984823349248,3904,11175
491,813081950185472002,3004,10477
492,813066809284972545,2104,8447
493,813051746834595840,7960,22207
494,812781120811126785,2076,8059
495,812709060537683968,1547,7026
496,812503143955202048,1324,6440
497,812466873996607488,2096,8465
498,812372279581671427,3985,14510
499,811985624773361665,1525,7698
500,811744202451197953,1738,7997
501,811647686436880384,804,5926
502,811627233043480576,3386,13552
503,811386762094317568,6935,22173
504,810984652412424192,1557,5649
505,810896069567610880,1944,9607
506,810657578271330305,2874,11648
507,810284430598270976,12377,37556
508,810254108431155201,3639,15567
509,809920764300447744,4244,16437
510,809808892968534016,5316,0
511,809448704142938112,1594,7353
512,809220051211603969,6097,21148
513,809084759137812480,3810,14035
514,808838249661788160,3308,10731
515,808733504066486276,2356,8399
516,808501579447930884,2821,11969
517,808344865868283904,22561,45112
518,808134635716833280,6460,0
519,808106460588765185,2386,9289
520,808001312164028416,3844,13341
521,807621403335917568,3992,15464
522,807106840509214720,60438,126013
523,807059379405148160,7959,0
524,807010152071229440,4166,13850
525,806629075125202948,37843,79708
526,806620845233815552,6008,0
527,806576416489959424,2090,5159
528,806542213899489280,2566,10838
529,806242860592926720,12681,0
530,806219024703037440,1293,6825
531,805958939288408065,5852,0
532,805932879469572096,2078,8790
533,805826884734976000,1992,6998
534,805823200554876929,8747,0
535,805520635690676224,1791,6102
536,805487436403003392,2753,9319
537,805207613751304193,1853,8290
538,804738756058218496,4181,14571
539,804475857670639616,2185,6518
540,804413760345620481,3507,0
541,804026241225523202,17655,47368
542,803773340896923648,3010,10678
543,803692223237865472,8080,0
544,803638050916102144,4492,11665
545,803380650405482500,2016,8244
546,803321560782307329,5765,0
547,803276597545603072,2677,10653
548,802952499103731712,2186,9601
549,802624713319034886,3177,0
550,802600418706604034,1601,7560
551,802572683846291456,2716,9499
552,802323869084381190,6344,17247
553,802265048156610565,1486,7020
554,802239329049477120,2840,9641
555,802185808107208704,289,0
556,801958328846974976,1859,8192
557,801854953262350336,255,1873
558,801538201127157760,2231,8721
559,801285448605831168,905,6434
560,801167903437357056,6460,26054
561,801127390143516673,4300,0
562,801115127852503040,2271,8592
563,800859414831898624,104,734
564,800855607700029440,1774,0
565,800751577355128832,3017,11167
566,800513324630806528,3278,13972
567,800459316964663297,2346,10063
568,800443802682937345,4686,0
569,800388270626521089,3056,11849
570,800188575492947969,4297,0
571,800141422401830912,2788,16286
572,800018252395122689,14320,30189
573,799774291445383169,5088,0
574,799757965289017345,2353,8935
575,799422933579902976,2082,8555
576,799308762079035393,6001,0
577,799297110730567681,3011,10529
578,799063482566066176,2681,8583
579,798933969379225600,4866,13972
580,798925684722855936,1553,7912
581,798705661114773508,7176,0
582,798701998996647937,8477,0
583,798697898615730177,7073,0
584,798694562394996736,5396,0
585,798686750113755136,2521,0
586,798682547630837760,5133,0
587,798673117451325440,6029,0
588,798665375516884993,4241,0
589,798644042770751489,2015,0
590,798628517273620480,2141,0
591,798585098161549313,6212,0
592,798576900688019456,6362,0
593,798340744599797760,3651,0
594,798209839306514432,2777,11034
595,797971864723324932,3419,12385
596,797545162159308800,5278,15435
597,797236660651966464,7226,21247
598,797165961484890113,29,245
599,796904159865868288,9670,0
600,796865951799083009,2071,8153
601,796759840936919040,3321,12610
602,796563435802726400,7946,0
603,796484825502875648,1920,8054
604,796387464403357696,4529,11698
605,796177847564038144,15582,0
606,796149749086875649,15582,34362
607,796125600683540480,1947,5263
608,796116448414461957,2633,9683
609,796080075804475393,2522,9005
610,796031486298386433,4008,11515
611,795464331001561088,25920,52935
612,795400264262053889,3122,10726
613,795076730285391872,5911,17264
614,794983741416415232,3670,0
615,794926597468000259,2508,10933
616,794355576146903043,11201,0
617,794332329137291264,2890,10199
618,794205286408003585,3604,9801
619,793962221541933056,5316,17896
620,793845145112371200,2038,9797
621,793614319594401792,3398,0
622,793601777308463104,1773,8481
623,793500921481273345,2586,11374
624,793286476301799424,10009,26151
625,793271401113350145,2583,9206
626,793256262322548741,9079,21251
627,793241302385262592,3562,11188
628,793226087023144960,3111,10458
629,793210959003287553,3055,9493
630,793195938047070209,6129,16250
631,793180763617361921,2168,7375
632,793165685325201412,3024,10012
633,793150605191548928,1851,6565
634,793135492858580992,2713,6872
635,793120401413079041,4250,13494
636,792913359805018113,4369,15242
637,792883833364439040,4652,12026
638,792773781206999040,1825,7806
639,792394556390137856,4670,14305
640,792050063153438720,1967,7629
641,791821351946420224,22865,0
642,791784077045166082,10465,0
643,791780927877898241,4146,0
644,791774931465953280,24169,47998
645,791672322847637504,3398,12494
646,791406955684368384,4481,13943
647,791312159183634433,2763,9348
648,791026214425268224,4467,0
649,790987426131050500,2324,10515
650,790946055508652032,5103,17681
651,790723298204217344,2514,0
652,790698755171364864,2078,8716
653,790581949425475584,7818,21981
654,790337589677002753,2025,8313
655,790277117346975746,3460,13355
656,790227638568808452,3885,0
657,789986466051088384,2514,9826
658,789960241177853952,4494,0
659,789903600034189313,4488,11039
660,789628658055020548,1936,7985
661,789599242079838210,2105,7189
662,789530877013393408,3670,12507
663,789314372632018944,2509,9167
664,789280767834746880,5373,0
665,789268448748703744,2812,9696
666,789137962068021249,3043,10321
667,788908386943430656,13468,29129
668,788765914992902144,11201,29137
669,788552643979468800,7829,0
670,788412144018661376,5754,16554
671,788178268662984705,2301,7680
672,788150585577050112,1416,6534
673,788070120937619456,3723,0
674,788039637453406209,1437,6536
675,787810552592695296,3322,9205
676,787717603741622272,3025,10861
677,787397959788929025,3079,11536
678,787322443945877504,1901,8272
679,787111942498508800,7309,0
680,786963064373534720,8669,28234
681,786729988674449408,2611,0
682,786709082849828864,6611,19309
683,786664955043049472,2776,11311
684,786595970293370880,3362,9992
685,786363235746385920,3796,11563
686,786286427768250368,3104,8445
687,786233965241827333,5180,16242
688,786051337297522688,168,1526
689,786036967502913536,7658,0
690,785927819176054784,3436,12054
691,785872687017132033,1978,7085
692,785639753186217984,2405,8294
693,785533386513321988,2173,9660
694,785515384317313025,1362,6474
695,785264754247995392,1766,7706
696,785170936622350336,5266,12816
697,784826020293709826,3507,10756
698,784517518371221505,2749,9511
699,784431430411685888,1390,6037
700,784183165795655680,8747,21323
701,784057939640352768,12073,31674
702,783839966405230592,11710,31847
703,783821107061198850,2118,7796
704,783695101801398276,3497,11082
705,783466772167098368,2438,8954
706,783391753726550016,5961,17874
707,783347506784731136,6059,0
708,783334639985389568,12681,30955
709,783085703974514689,2403,8622
710,782969140009107456,7959,25559
711,782747134529531904,1509,7913
712,782722598790725632,5852,18315
713,782598640137187329,2027,8250
714,782305867769217024,6040,17648
715,782021823840026624,6747,0
716,781955203444699136,3643,11779
717,781661882474196992,2936,11056
718,781655249211752448,1212,4232
719,781524693396357120,6008,21987
720,781308096455073793,2754,7539
721,781251288990355457,2268,8936
722,781163403222056960,2960,10355
723,780931614150983680,7946,22929
724,780858289093574656,2167,7629
725,780800785462489090,1406,5823
726,780601303617732608,3607,12810
727,780543529827336192,1868,6667
728,780496263422808064,4007,0
729,780476555013349377,126,0
730,780459368902959104,1156,5602
731,780192070812196864,2414,9219
732,780092040432480260,2491,0
733,780074436359819264,5397,12955
734,779834332596887552,7658,20058
735,779377524342161408,3364,9345
736,779124354206535695,19910,0
737,779123168116150273,3947,12491
738,779056095788752897,4887,15658
739,778990705243029504,7846,21158
740,778774459159379968,10771,0
741,778764940568104960,397,909
742,778748913645780993,1434,7295
743,778650543019483137,1617,6094
744,778624900596654080,1090,4916
745,778408200802557953,4698,14440
746,778396591732486144,13229,0
747,778383385161035776,1199,6188
748,778286810187399168,3563,10986
749,778039087836069888,2839,8955
750,778027034220126208,1752,6925
751,777953400541634568,3807,0
752,777885040357281792,1776,6733
753,777684233540206592,3177,11870
754,777641927919427584,4587,0
755,777621514455814149,2687,9270
756,777189768882946048,4666,15146
757,776819012571455488,14861,0
758,776813020089548800,1308,5162
759,776477788987613185,3009,9340
760,776249906839351296,9862,0
761,776218204058357768,17233,31677
762,776201521193218049,2716,10145
763,776113305656188928,4686,12413
764,776088319444877312,164,1931
765,775898661951791106,17736,0
766,775842724423557120,2884,12374
767,775733305207554048,4300,14623
768,775729183532220416,4920,13638
769,775364825476165632,3203,7850
770,775350846108426240,4199,10728
771,775085132600442880,5088,16415
772,774757898236878852,1907,9028
773,774639387460112384,1859,7097
774,774314403806253056,6001,23002
775,773985732834758656,4172,11334
776,773922284943896577,1867,6752
777,773704687002451968,1745,6970
778,773670353721753600,1395,5613
779,773547596996571136,6648,23326
780,773336787167145985,5481,0
781,773308824254029826,8040,24530
782,773247561583001600,3465,9942
783,773191612633579521,4425,10535
784,772877495989305348,4164,9053
785,772826264096874500,2518,8446
786,772615324260794368,3626,0
787,772581559778025472,1816,6844
788,772193107915964416,1492,6354
789,772152991789019136,1202,3992
790,772117678702071809,792,3962
791,772114945936949249,506,2867
792,772102971039580160,997,4223
793,771908950375665664,2042,6935
794,771770456517009408,3651,12655
795,771500966810099713,2820,8724
796,771380798096281600,5481,11084
797,771171053431250945,8127,0
798,771136648247640064,3152,9667
799,771102124360998913,1548,6576
800,771014301343748096,1776,7234
801,771004394259247104,234,0
802,770787852854652928,1304,5212
803,770772759874076672,1517,5468
804,770655142660169732,1873,7725
805,770414278348247044,2223,6625
806,770293558247038976,1600,6567
807,770093767776997377,3266,0
808,770069151037685760,2473,7979
809,769940425801170949,10365,33087
810,769695466921623552,1777,6728
811,769335591808995329,8257,0
812,769212283578875904,1838,5692
813,768970937022709760,7023,15177
814,768909767477751808,2889,0
815,768855141948723200,954,4419
816,768609597686943744,1295,4335
817,768596291618299904,1373,5284
818,768554158521745409,6258,0
819,768473857036525572,3682,14345
820,768193404517830656,3807,11487
821,767884188863397888,1503,5005
822,767754930266464257,5765,16865
823,767500508068192258,2505,7871
824,767191397493538821,4078,12908
825,767122157629476866,3056,10652
826,766864461642756096,6054,0
827,766793450729734144,1456,5343
828,766714921925144576,416,2745
829,766693177336135680,847,4241
830,766423258543644672,1707,6337
831,766313316352462849,2023,7141
832,766078092750233600,2789,0
833,766069199026450432,920,4483
834,766008592277377025,529,3943
835,765719909049503744,2302,7614
836,765669560888528897,1307,5469
837,765395769549590528,3645,27833
838,765371061932261376,2319,7453
839,765222098633691136,3626,12218
840,764857477905154048,1900,6765
841,764259802650378240,1624,6358
842,763956972077010945,58,784
843,763837565564780549,4467,13265
844,763183847194451968,1577,5672
845,763167063695355904,3241,0
846,763103485927849985,2450,7731
847,762699858130116608,3885,12795
848,762471784394268675,6934,11853
849,762464539388485633,4494,10839
850,762316489655476224,1207,5057
851,762035686371364864,16740,33603
852,761976711479193600,2161,5676
853,761750502866649088,4219,0
854,761745352076779520,920,4465
855,761672994376806400,31125,52097
856,761599872357261312,1260,4341
857,761371037149827077,19258,0
858,761334018830917632,1552,5459
859,761292947749015552,1175,4688
860,761227390836215808,1668,5582
861,761004547850530816,3723,11898
862,760893934457552897,1040,4017
863,760656994973933572,2064,6949
864,760641137271070720,1383,5210
865,760539183865880579,3891,7950
866,760521673607086080,1495,4440
867,760290219849637889,12300,28189
868,760252756032651264,927,4139
869,760190180481531904,1937,5987
870,760153949710192640,33,0
871,759943073749200896,2238,6228
872,759923798737051648,6054,15406
873,759846353224826880,2124,7049
874,759793422261743616,2034,6257
875,759566828574212096,22620,0
876,759557299618865152,1255,4922
877,759447681597108224,2611,8914
878,759446261539934208,519,1759
879,759197388317847553,2085,6356
880,759159934323924993,1242,0
881,759099523532779520,4465,15246
882,759047813560868866,2168,6826
883,758854675097526272,958,3726
884,758828659922702336,4092,11716
885,758740312047005698,1721,6008
886,758474966123810816,1063,4012
887,758467244762497024,2377,5033
888,758405701903519748,2066,5457
889,758355060040593408,1157,3597
890,758099635764359168,10771,20138
891,758041019896193024,401,2840
892,757741869644341248,3480,7222
893,757729163776290825,8676,0
894,757725642876129280,1302,4752
895,757611664640446465,1194,4791
896,757597904299253760,313,0
897,757596066325864448,1132,4558
898,757400162377592832,7320,15859
899,757393109802180609,1867,6110
900,757354760399941633,1523,4734
901,756998049151549440,2126,6579
902,756939218950160384,2150,6973
903,756651752796094464,1398,5305
904,756526248105566208,3861,10897
905,756303284449767430,1161,4134
906,756288534030475264,18659,44912
907,756275833623502848,1622,6723
908,755955933503782912,3093,7688
909,755206590534418437,5761,17263
910,755110668769038337,11842,22253
911,754874841593970688,8561,0
912,754856583969079297,2695,7205
913,754747087846248448,555,2700
914,754482103782404096,2085,5553
915,754449512966619136,780,3922
916,754120377874386944,2492,8220
917,753655901052166144,2320,6131
918,753420520834629632,3814,8309
919,753398408988139520,2051,6041
920,753375668877008896,2491,8002
921,753298634498793472,6150,0
922,753294487569522689,1116,3551
923,753039830821511168,22358,38913
924,753026973505581056,1042,4085
925,752932432744185856,7309,13230
926,752917284578922496,1682,7229
927,752701944171524096,3091,0
928,752682090207055872,1716,6265
929,752660715232722944,1679,4613
930,752568224206688256,2440,5787
931,752519690950500352,3682,7716
932,752334515931054080,1178,4001
933,752309394570878976,17846,0
934,752173152931807232,1967,6231
935,751950017322246144,993,3219
936,751937170840121344,1438,5453
937,751830394383790080,2086,6066
938,751793661361422336,3103,6137
939,751598357617971201,3246,8265
940,751583847268179968,1184,4602
941,751538714308972544,1350,5271
942,751456908746354688,1070,3358
943,751251247299190784,6267,13073
944,751205363882532864,1955,6591
945,751132876104687617,1388,5304
946,750868782890057730,1474,5004
947,750719632563142656,5373,13811
